arm_key,label,train_seed,eval_seed,workload_hash,n_tasks,mean_delay_ms,p50_delay_ms,p95_delay_ms,p99_delay_ms,success_rate,deadline_miss_rate,broker_ms_mean,up_ms_mean,queue_ms_mean,exec_ms_mean,prop_j,comp_j,net_j,control_j,signal_j,edge_j,sys_j_per_delivered,sys_j_per_attempted,head_changes,jain_delay,jain_success
B1,static/spotis/rl,44,52,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25007,140.67299051307674,142.59018778720645,439.8996431437559,550.0,0.5703602991162474,0.4296397008837526,0.42088084678180293,3.2069379795002533,81.40126354242861,58.9473553293543,2234043.0700246342,14337.622927793978,161.53132159510636,150.71290631973278,0.0,617.8563156531295,157.70250252373245,89.94724651081681,0,0.9903211926322341,0.9923793916767943
B2,random-move/spotis/rl,42,42,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25080,149.0803231498594,150.0,496.7943006723494,550.0,0.4932615629984051,0.5067384370015948,0.39871320282116435,3.042628370072778,94.27269910371744,55.43742476714584,2027946.1204331422,13423.86210748243,154.19800751105572,157.55689056957394,0.01607715075671927,579.6864743347692,165.08458814891205,81.42988197728033,1,0.98768412033319,0.9899737871690876
B2,random-move/spotis/rl,42,43,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,24912,125.8466651476759,101.04204325557563,354.91769755983546,550.0,0.7043994861913937,0.2956005138086063,0.5071084890885561,3.3064676031006868,55.2439608594413,69.70022169596346,2114045.381355702,17007.648728051096,166.53190970524886,151.9434513567544,0.0,640.8855458473521,121.49603322262722,85.58174337631111,0,0.992476052399684,0.9974100359508133
B2,random-move/spotis/rl,42,44,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25134,149.73744365333408,150.0,530.4898752596464,550.0,0.4817776716797963,0.5182223283202037,0.3686413405341989,2.5412706312092914,98.22679649073342,51.044248643120156,1956229.9265231986,12542.053215295347,129.83070952737103,156.3076787267369,0.0,486.95434913043727,162.65133970401178,78.3617837381984,0,0.9855399728669629,0.9915849273221183
B2,random-move/spotis/rl,42,45,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,24998,140.22681239146974,137.31964709452882,430.10010283155657,550.0,0.5836866949355949,0.4163133050644051,0.4600488923989372,2.9201994220376783,77.78391164292059,62.761580350911785,2050147.8309520793,15232.672196773852,146.93366817095534,158.37478088669414,0.0,560.3118327678841,141.61100153729552,82.65645745382346,0,0.9895306503007071,0.994508792176135
B2,random-move/spotis/rl,42,46,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25550,132.2264470877452,111.82422463329544,388.90449511546126,550.0,0.6574168297455969,0.3425831702544031,0.4830368761743752,3.1898458629142645,63.64145135830482,68.3845061463934,2072811.386817634,17062.40198787418,164.44181117811925,153.9709159797236,0.0,644.8226794179784,124.47681277681038,81.8331516325669,0,0.9907103176058719,0.9961506319769079
B2,random-move/spotis/rl,42,47,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25063,141.77864983800444,150.0,438.450310571008,550.0,0.5456649243905358,0.4543350756094642,0.4240379455113872,2.6715284476403918,84.39842030403905,57.47319813059137,2068791.6916172279,14048.46192465079,135.8384507793963,153.35257127419587,0.11399462500206235,526.4228321016636,152.35857570858866,83.13673069427676,8,0.9905453462293847,0.9920093225099681
B2,random-move/spotis/rl,42,48,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,25277,140.67560293283015,133.29038473946753,426.5120927914606,550.0,0.5894686869486094,0.41053131305139057,0.4502486031897862,3.0254308010454722,75.56512022189527,65.24489023195679,2078468.8132322363,16073.770984611781,154.08458669587043,156.0920616407367,0.013064469612445125,594.2710152493357,140.63402986207407,82.89935692308832,1,0.9912582627810352,0.9944233026838042
B2,random-move/spotis/rl,42,49,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,24995,139.66020221986767,135.28704110703416,419.4876557042391,550.0,0.5841968393678736,0.4158031606321264,0.44576245451500923,2.9522980829232366,77.65245308216915,61.9111121024705,2028971.689572479,15078.144185397405,149.06853430260253,155.3479259021439,0.0,577.3723756651355,140.0446255714112,81.8136276292757,0,0.9901851534206909,0.9933440156257777
B2,random-move/spotis/rl,42,50,8c83a86bf0b3a80faca732fee4610f0032a44e8607b3403d111db21af98fdd2f,24846,142.52326227392868,139.68319253161354,447.3350312119635,550.0,0.5745794091604283,0.42542059083957173,0.46917994391311546,3.024918843645035,78.03396567095166,64.56555138464641,2049541.025191671,15614.90768590392,151.32038387018724,163.59477733567002,0.0,572.4473345458341,144.72144125618706,83.15396020982558,0,0.988418311921074,0.993014583908035
